Plot,Loc,Entry,Trial,Rep,SubBlock,Range,Booting,Heading,Maturity,Height,GrainYield,TGW,SpikeLength,LeafLength,LeafWidth,GroundCover,NDVI_B,NDVI_H,NDVI_M
1,BMZLDH_2017,1001,1,1,1,1,88,117,158,107.8,6.376,44.4,11.2,31.67,2,75,0.74,0.76,0.43
2,BMZLDH_2017,1002,1,1,1,1,95,122,159,115.7,6.178,39.1,11.2,19.4,2,70,0.79,0.82,NA
3,BMZLDH_2017,1003,1,1,1,1,85,111,157,107.3,8.029,47,10.8,26.97,1.97,90,0.79,0.78,0.43
4,BMZLDH_2017,1004,1,1,1,1,98,122,158,109.5,6.163,35,10,23.43,1.9,80,0.74,0.77,0.42
5,BMZLDH_2017,1005,1,1,1,1,95,122,160,114.8,6.189,31.7,10.3,22.5,2.23,80,0.75,0.74,0.45
6,BMZLDH_2017,1006,1,1,2,1,90,118,158,112,5.999,38.7,11.7,25.27,2.07,90,0.77,0.77,0.45
7,BMZLDH_2017,1007,1,1,2,1,95,122,158,109.8,5.939,31.9,9.7,27.5,2.03,85,0.78,0.77,0.43
8,BMZLDH_2017,1008,1,1,2,1,82,112,158,120.5,6.894,36.1,12.7,28.87,2.13,85,0.79,0.8,0.48
9,BMZLDH_2017,1009,1,1,2,1,91,113,160,114.5,8.074,39,11.5,25.17,2,80,0.78,0.79,0.5
10,BMZLDH_2017,1010,1,1,2,1,85,110,156,110,7.73,45.6,12.7,26.83,2,75,0.76,0.78,0.46
11,BMZLDH_2017,1011,1,1,3,2,92,111,156,111.3,7.194,41.4,9.5,24.33,1.83,80,0.74,0.76,0.45
12,BMZLDH_2017,1012,1,1,3,2,92,113,158,112.3,7.522,40.6,10.2,24.5,1.77,85,0.79,0.79,0.38
13,BMZLDH_2017,1013,1,1,3,2,82,109,157,111.5,7.454,40.6,10.7,27,2.07,90,0.8,0.79,0.42
14,BMZLDH_2017,1014,1,1,3,2,92,111,158,107.8,8.351,43.6,9.8,24.73,1.93,90,0.8,0.8,0.44
15,BMZLDH_2017,1015,1,1,3,2,87,110,159,112.3,7.509,42.1,10.5,28,2.03,90,0.8,0.79,0.34
16,BMZLDH_2017,1016,1,1,4,2,90,111,157,117.2,7.702,39.7,10,24.8,1.9,80,0.82,0.8,0.43
17,BMZLDH_2017,1017,1,1,4,2,96,117,158,105.3,6.153,38.7,10,25.97,1.7,75,0.8,0.79,0.4
18,BMZLDH_2017,1018,1,1,4,2,87,111,157,113.8,7.468,39.3,12.3,29.17,1.9,90,0.8,0.78,0.4
19,BMZLDH_2017,1019,1,1,4,2,90,114,159,119.8,7.558,36.1,11.2,26,1.93,90,0.81,0.8,0.54
20,BMZLDH_2017,1020,1,1,4,2,90,112,159,111.8,7.667,42.1,10.7,25.67,2.1,90,0.82,0.82,0.55
21,BMZLDH_2017,1021,1,1,5,3,80,106,157,116.8,7.216,41.1,11,25.57,1.93,90,0.79,0.78,0.35
22,BMZLDH_2017,1022,1,1,5,3,87,113,159,118.3,8.079,39.2,10.7,30,2.23,85,0.81,0.79,0.44
23,BMZLDH_2017,1023,1,1,5,3,82,111,157,112.2,7.448,41.4,11.8,25.33,2.17,90,0.82,0.8,0.42
24,BMZLDH_2017,1024,1,1,5,3,87,109,157,115.8,7.376,43,10.5,27.67,2.17,80,0.8,0.78,0.37
25,BMZLDH_2017,1025,1,1,5,3,79,101,156,116.3,6.952,39.2,10.7,25,2,80,0.81,0.79,0.42
26,BMZLDH_2017,1026,1,1,6,3,87,113,159,125.5,8.023,43.8,10.5,28.83,2.37,85,0.8,0.8,0.6
27,BMZLDH_2017,1027,1,1,6,3,82,103,154,122.2,8.235,46.6,10.3,30.67,2.03,90,0.8,0.77,0.43
28,BMZLDH_2017,1028,1,1,6,3,77,97,153,117.5,8.082,44,11,27.67,1.83,85,0.81,0.8,0.35
29,BMZLDH_2017,1029,1,1,6,3,85,111,158,126.5,7.146,35.7,11.5,28.67,1.97,90,0.82,0.8,0.36
30,BMZLDH_2017,1030,1,1,6,3,78,102,156,117.7,7.642,39.3,10.3,28.6,2.03,90,0.8,0.79,0.36
31,BMZLDH_2017,1031,1,1,7,4,85,109,152,117.8,7.422,40,10.2,23.17,1.9,90,0.81,0.78,0.36
32,BMZLDH_2017,1032,1,1,7,4,88,111,154,121.2,6.638,42.8,11.2,27.17,1.93,70,0.81,0.8,0.44
33,BMZLDH_2017,1033,1,1,7,4,85,112,157,114.5,7.901,41.8,11.2,22.17,1.87,80,0.8,0.78,0.43
34,BMZLDH_2017,1034,1,1,7,4,92,115,157,108.5,6.833,37.2,10,24.9,1.9,75,0.8,0.79,0.44
35,BMZLDH_2017,1035,1,1,7,4,88,110,157,113.5,7.678,45.4,12.2,24.67,2.03,80,0.81,0.81,0.42
36,BMZLDH_2017,1036,1,1,8,4,92,116,158,119.7,7.977,42.3,8.7,31.67,2.17,90,0.81,0.79,0.54
37,BMZLDH_2017,1037,1,1,8,4,80,109,158,111.2,7.398,39,10.8,24,2.1,85,0.78,0.78,0.38
38,BMZLDH_2017,1038,1,1,8,4,88,113,161,116.5,7.265,37.4,10.5,26.83,2.2,85,0.83,0.81,0.5
39,BMZLDH_2017,1039,1,1,8,4,92,113,157,111.2,8.362,43.3,10.5,23.33,2.13,85,0.79,0.81,0.51
40,BMZLDH_2017,1040,1,1,8,4,90,117,160,119.2,7.107,42.9,11.5,30.97,2.2,85,0.81,0.81,0.49
41,BMZLDH_2017,1041,1,1,9,5,82,106,158,114.8,7.456,37.1,11.5,26,1.97,85,0.81,0.79,0.38
42,BMZLDH_2017,1042,1,1,9,5,95,118,160,106.7,7.745,37.1,10.3,21,2.13,80,0.8,0.8,0.54
43,BMZLDH_2017,1043,1,1,9,5,78,107,157,133.5,6.814,39.9,10.8,34.5,2.57,90,0.82,0.79,0.46
44,BMZLDH_2017,1044,1,1,9,5,95,123,163,120.8,6.109,33.2,11.2,24.9,1.97,90,0.81,0.8,0.47
45,BMZLDH_2017,1045,1,1,9,5,88,122,161,131.8,7.192,37.8,9.5,22.67,2.07,80,0.81,0.8,0.44
46,BMZLDH_2017,1046,1,1,10,5,82,111,156,116,7.684,39.7,10.7,26.9,1.93,80,0.79,0.8,0.4
47,BMZLDH_2017,1047,1,1,10,5,79,107,156,118.5,7.215,38.2,10,25.97,1.97,85,0.8,0.8,0.48
48,BMZLDH_2017,1048,1,1,10,5,82,112,157,125.3,7.117,39.7,11,21.87,2.03,85,0.81,0.79,0.43
49,BMZLDH_2017,1049,1,1,10,5,90,112,155,117,6.719,40.1,11,21.67,1.73,80,0.78,0.78,0.35
50,BMZLDH_2017,1050,1,1,10,5,87,111,155,118.3,7.071,37.9,11.2,26.67,1.97,90,0.81,0.79,0.41
51,BMZLDH_2017,1051,1,1,11,6,85,113,156,129.7,7.832,42.5,10.7,24.33,1.97,80,0.75,0.76,0.42
52,BMZLDH_2017,1052,1,1,11,6,91,118,160,123.7,7.636,41.4,11,29.67,2.07,85,0.81,0.79,0.47
53,BMZLDH_2017,1053,1,1,11,6,79,109,155,126.2,8.377,41.2,10.8,28.5,2.03,90,0.81,0.8,0.36
54,BMZLDH_2017,1054,1,1,11,6,95,115,157,106.5,7.725,38.8,9.2,24.17,1.83,85,0.82,0.81,0.54
55,BMZLDH_2017,1055,1,1,11,6,79,109,157,125.8,7.494,38.9,10.8,25,1.97,85,0.81,0.8,0.3
56,BMZLDH_2017,1056,1,1,12,6,90,117,161,134.7,8.209,35.5,10.7,27.17,2.1,85,0.81,0.78,0.47
57,BMZLDH_2017,1057,1,1,12,6,91,117,157,122.5,7.487,34.2,12,28.5,1.93,90,0.82,0.79,0.42
58,BMZLDH_2017,1058,1,1,12,6,85,108,157,127.2,7.598,39.4,9.8,22.83,2.07,80,0.82,0.8,0.5
59,BMZLDH_2017,1059,1,1,12,6,87,112,157,111.2,7.42,37.4,10.8,22.33,2.07,90,0.79,0.78,0.44
60,BMZLDH_2017,1060,1,1,12,6,82,109,157,117.8,7.886,43.5,11.8,29,2.03,90,0.81,0.81,0.45
61,BMZLDH_2017,1039,1,2,1,7,88,114,161,114.2,8.763,40.3,10.5,23.5,2.13,80,0.82,0.83,0.58
62,BMZLDH_2017,1024,1,2,1,7,85,110,158,118.3,7.822,37.6,12,26.83,1.97,75,0.8,0.8,0.6
63,BMZLDH_2017,1008,1,2,1,7,81,112,161,130,7.435,33.5,13,28.83,2.17,85,0.82,0.82,0.58
64,BMZLDH_2017,1038,1,2,1,7,88,116,161,124.5,6.742,36.5,11.5,28.67,2.2,80,0.81,0.8,0.49
65,BMZLDH_2017,1044,1,2,1,7,92,122,161,123.8,7.126,32.9,10.8,28,2.2,90,0.8,0.78,0.53
66,BMZLDH_2017,1032,1,2,2,7,85,109,156,124.7,6.939,41.1,12,25.67,2.03,75,0.79,0.8,0.49
67,BMZLDH_2017,1004,1,2,2,7,94,123,162,118.3,7.094,33.2,11.2,26,2.07,80,0.8,0.79,0.53
68,BMZLDH_2017,1022,1,2,2,7,84,112,155,124.3,7.572,39.6,11.7,28.47,2.2,90,0.81,0.78,0.38
69,BMZLDH_2017,1057,1,2,2,7,88,114,156,120.2,7.592,37,10.2,27.83,2.13,90,0.83,0.79,0.44
70,BMZLDH_2017,1012,1,2,2,7,83,113,157,108.8,8.007,40.4,9.8,24.83,1.9,80,0.78,0.79,0.35
71,BMZLDH_2017,1023,1,2,3,8,81,112,156,116.3,7.551,42.1,12.2,26.17,2,80,0.79,0.79,0.5
72,BMZLDH_2017,1025,1,2,3,8,79,100,156,110.8,7.191,40.5,10.5,26.4,2.1,75,0.82,0.8,0.41
73,BMZLDH_2017,1011,1,2,3,8,88,113,157,113.2,7.729,40.4,9.7,25.33,1.93,85,0.78,0.79,0.53
74,BMZLDH_2017,1056,1,2,3,8,91,118,161,126.8,7.893,33.6,10.2,26.73,2.1,90,0.82,0.8,0.49
75,BMZLDH_2017,1042,1,2,3,8,92,119,161,116.7,6.948,38.4,11,27,2.13,75,0.8,0.81,0.62
76,BMZLDH_2017,1016,1,2,4,8,88,112,158,115.8,7.902,40.6,11.2,30,2.07,80,0.84,0.82,0.5
77,BMZLDH_2017,1007,1,2,4,8,93,123,162,112.2,5.95,31.2,9.8,34.17,2.1,85,0.8,0.8,0.56
78,BMZLDH_2017,1035,1,2,4,8,88,109,157,110.8,8.065,46.2,11.2,27.33,2.17,85,0.83,0.82,0.61
79,BMZLDH_2017,1052,1,2,4,8,91,119,161,123.2,6.726,38.3,10.8,32,2.23,80,0.81,0.79,0.48
80,BMZLDH_2017,1029,1,2,4,8,81,110,157,128.3,6.504,34,12.7,31.17,2.3,90,0.84,0.8,0.51
81,BMZLDH_2017,1030,1,2,5,9,77,100,156,116,7.433,38.7,9.8,27.33,1.97,90,0.82,0.81,0.35
82,BMZLDH_2017,1055,1,2,5,9,85,111,155,123.2,7.262,39.4,9.2,25.33,1.93,85,0.8,0.8,0.49
83,BMZLDH_2017,1009,1,2,5,9,91,113,160,126,7.781,34.7,13.3,26.23,1.93,80,0.82,0.8,0.4
84,BMZLDH_2017,1043,1,2,5,9,78,107,156,123.5,6.875,41.8,12.8,25.67,2.17,85,0.79,0.79,0.43
85,BMZLDH_2017,1049,1,2,5,9,90,112,156,115.8,6.71,40.2,10.5,27.5,2.03,80,0.78,0.78,0.34
86,BMZLDH_2017,1060,1,2,6,9,82,111,156,108.7,7.448,43,10.7,24.17,1.77,80,0.78,0.78,0.43
87,BMZLDH_2017,1026,1,2,6,9,87,114,157,116,7.662,46.3,10.7,24.83,2.17,80,0.79,0.8,0.46
88,BMZLDH_2017,1015,1,2,6,9,88,110,156,107.2,7.715,46.8,10.8,25.07,2.2,80,0.78,0.77,0.33
89,BMZLDH_2017,1014,1,2,6,9,90,109,156,104.7,8.595,45.8,10.8,23.33,1.73,85,0.79,0.79,0.41
90,BMZLDH_2017,1040,1,2,6,9,88,120,158,112.7,7.716,47.1,10,25.17,2.07,80,0.78,0.8,0.51
91,BMZLDH_2017,1010,1,2,7,10,87,112,158,102.7,7.934,43.2,11.5,26.5,2.17,75,0.79,0.8,0.44
92,BMZLDH_2017,1028,1,2,7,10,78,98,155,118.2,7.439,45.7,10.8,28.83,1.8,80,0.79,0.78,0.34
93,BMZLDH_2017,1013,1,2,7,10,80,109,156,114.2,7.717,37.2,12.2,25.5,1.97,90,0.79,0.78,0.4
94,BMZLDH_2017,1021,1,2,7,10,82,109,157,114.2,7.701,42.2,10.2,26.83,2.07,80,0.8,0.8,0.48
95,BMZLDH_2017,1046,1,2,7,10,82,109,157,123.5,7.996,40.9,12.5,25,1.97,85,0.8,0.8,0.43
96,BMZLDH_2017,1005,1,2,8,10,94,122,162,116.8,7.243,33.8,9.8,24,2.07,85,0.79,0.79,0.56
97,BMZLDH_2017,1034,1,2,8,10,92,113,156,109.7,7.206,36.7,10,27.67,1.9,90,0.79,0.78,0.43
98,BMZLDH_2017,1002,1,2,8,10,95,122,161,118.5,8.07,36.7,10.2,23.5,1.97,80,0.83,0.82,0.57
99,BMZLDH_2017,1059,1,2,8,10,88,113,160,110.3,7.438,36.8,11,24.5,2,85,0.8,0.8,0.46
100,BMZLDH_2017,1031,1,2,8,10,85,106,156,118.2,7.023,40.5,10.2,22.9,1.77,90,0.8,0.79,0.36
101,BMZLDH_2017,1041,1,2,9,11,83,106,158,110.5,7.892,39.3,11.5,29.17,2.03,85,0.81,0.8,0.38
102,BMZLDH_2017,1003,1,2,9,11,87,111,160,111.7,9.475,48.1,11,26,1.93,80,0.81,0.81,0.52
103,BMZLDH_2017,1001,1,2,9,11,88,121,165,117.8,8.69,44.1,12.2,32.17,1.73,80,0.82,0.8,0.55
104,BMZLDH_2017,1048,1,2,9,11,87,113,161,122.3,7.486,41.5,11.7,24.33,2.07,85,0.8,0.8,0.49
105,BMZLDH_2017,1033,1,2,9,11,88,113,160,114.3,8.114,41.7,11.3,27.83,2.1,80,0.82,0.8,0.46
106,BMZLDH_2017,1045,1,2,10,11,91,121,161,132.5,7.37,39.9,11.2,25.17,2.03,80,0.81,0.8,0.53
107,BMZLDH_2017,1058,1,2,10,11,87,106,160,123.3,7.773,36.5,10,22.5,1.9,85,0.81,0.8,0.5
108,BMZLDH_2017,1053,1,2,10,11,82,107,156,126.2,8.545,38.3,10.2,26.17,1.97,80,0.82,0.81,0.4
109,BMZLDH_2017,1018,1,2,10,11,88,112,157,114.3,7.828,38.3,11.3,31.97,2.03,85,0.8,0.79,0.46
110,BMZLDH_2017,1050,1,2,10,11,88,112,157,116,7.411,37.6,11.2,28,1.97,85,0.81,0.79,0.41
111,BMZLDH_2017,1017,1,2,11,12,90,114,158,110.3,7.265,36.8,9.7,25.17,1.9,90,0.82,0.81,0.43
112,BMZLDH_2017,1037,1,2,11,12,82,110,157,116.3,7.88,38,11,27,2.2,80,0.78,0.78,0.47
113,BMZLDH_2017,1006,1,2,11,12,92,122,161,116.8,7.887,41.2,11.2,28,2.07,90,0.81,0.81,0.55
114,BMZLDH_2017,1047,1,2,11,12,80,105,156,117.3,7.065,39.3,11.2,24.33,1.97,85,0.81,0.8,0.4
115,BMZLDH_2017,1054,1,2,11,12,92,114,156,102.8,7.851,41,9.8,24.33,1.83,80,0.79,0.79,0.4
116,BMZLDH_2017,1019,1,2,12,12,91,117,161,120,8.723,35.7,11.7,33.83,2.47,80,0.81,0.81,0.48
117,BMZLDH_2017,1020,1,2,12,12,91,117,161,106.8,8.709,42.5,10.3,27,2.1,80,0.78,0.8,0.57
118,BMZLDH_2017,1036,1,2,12,12,87,118,160,128.8,8.029,43.9,10.7,28.67,2,90,0.81,0.8,0.6
119,BMZLDH_2017,1027,1,2,12,12,81,105,155,122.8,8.064,46.9,10.8,30,2.17,80,0.79,0.77,0.34
120,BMZLDH_2017,1051,1,2,12,12,88,111,157,128.5,7.568,40.2,10.8,23.57,2.1,85,0.81,0.8,0.44
121,BMZLDH_2017,2001,2,1,1,13,68,87,156,117.7,8.238,40,10.8,25.83,2,75,0.81,0.82,0.4
122,BMZLDH_2017,2002,2,1,1,13,95,122,162,117.5,8.072,38.3,10.5,23.5,2.03,75,0.82,0.82,0.55
123,BMZLDH_2017,2003,2,1,1,13,95,121,161,119.7,8.919,37.4,11.7,22.67,2.03,85,0.83,0.81,0.52
124,BMZLDH_2017,2004,2,1,1,13,82,115,158,126.5,7.827,36.2,12.2,28.83,2.1,80,0.8,0.8,0.42
125,BMZLDH_2017,2005,2,1,1,13,77,100,156,126.5,8.019,36.8,11.2,29.73,2.13,85,0.8,0.79,0.34
126,BMZLDH_2017,2006,2,1,2,13,86,112,157,127.3,7.258,36.4,11.8,27.33,2,80,0.79,0.78,0.49
127,BMZLDH_2017,2007,2,1,2,13,91,123,165,120.7,7.755,35.8,10.8,25.83,2.3,80,0.81,0.81,0.6
128,BMZLDH_2017,2008,2,1,2,13,91,119,160,111.3,7.787,39.8,10,25.5,1.97,75,0.78,0.77,0.45
129,BMZLDH_2017,2009,2,1,2,13,90,118,161,120.5,7.647,40.9,10.5,25.17,1.97,80,0.81,0.8,0.49
130,BMZLDH_2017,2010,2,1,2,13,92,122,162,127.8,8.706,43.6,10.2,25,2.03,80,0.81,0.8,0.55
131,BMZLDH_2017,2011,2,1,3,14,91,122,165,124.5,8.684,43.3,9.5,25,2.03,80,0.81,0.79,0.57
132,BMZLDH_2017,2012,2,1,3,14,94,122,164,125.7,8.07,39.6,10.7,24.83,1.93,85,0.79,0.77,0.54
133,BMZLDH_2017,2013,2,1,3,14,78,102,156,115.3,9.199,43.4,11,26,2.23,80,0.79,0.79,0.43
134,BMZLDH_2017,2014,2,1,3,14,91,119,162,117,7.874,33.7,11.3,28.07,2,85,0.81,0.81,0.46
135,BMZLDH_2017,2015,2,1,3,14,88,118,159,116.7,8.018,38.8,9.7,25.33,2.1,80,0.81,0.8,0.5
136,BMZLDH_2017,2016,2,1,4,14,93,119,161,124.7,8.204,36.7,11.2,22.67,2.07,85,0.78,0.79,0.47
137,BMZLDH_2017,2017,2,1,4,14,93,119,160,114.3,7.303,35.7,10.3,29.5,2.03,85,0.83,0.83,0.47
138,BMZLDH_2017,2018,2,1,4,14,95,118,161,100,8.383,38.7,10.2,23.33,1.93,80,0.81,0.81,0.56
139,BMZLDH_2017,2019,2,1,4,14,81,112,161,114.7,8.718,41.7,11.3,26.83,2.03,75,0.79,0.81,0.56
140,BMZLDH_2017,2020,2,1,4,14,75,98,156,119.7,7.891,45.2,13.3,26.33,2.23,80,0.8,0.8,0.42
141,BMZLDH_2017,2021,2,1,5,15,80,107,158,119.2,7.031,40.4,11.7,24.9,2.03,80,0.82,0.79,0.49
142,BMZLDH_2017,2022,2,1,5,15,84,110,157,119,7.566,43,11.3,23.67,2,85,0.82,0.8,0.42
143,BMZLDH_2017,2023,2,1,5,15,88,112,158,122.2,7.578,46.3,11.2,27.67,2.23,85,0.82,0.8,0.39
144,BMZLDH_2017,2024,2,1,5,15,88,112,157,122.7,7.935,39.8,10.8,26.17,2.1,90,0.81,0.8,0.45
145,BMZLDH_2017,2025,2,1,5,15,91,118,158,113,8.589,39.3,10.7,22.83,1.97,80,0.8,0.81,NA
146,BMZLDH_2017,2026,2,1,6,15,83,112,156,130.8,8.302,44.9,11.2,22.83,2.07,90,0.8,0.81,0.47
147,BMZLDH_2017,2027,2,1,6,15,87,109,157,116.2,8.587,43.2,10.3,25.67,2,85,0.82,0.81,0.5
148,BMZLDH_2017,2028,2,1,6,15,87,113,161,121.5,8.069,46.6,12.2,27.83,2.1,90,0.8,0.81,0.56
149,BMZLDH_2017,2029,2,1,6,15,87,109,156,112,6.972,40.9,10.2,23.33,2.03,70,0.8,0.79,0.43
150,BMZLDH_2017,2030,2,1,6,15,67,82,155,102.3,8.18,41.1,10.2,29,1.93,90,0.84,0.82,0.32
151,BMZLDH_2017,2031,2,1,7,16,76,97,155,110,7.838,46.4,12.7,26.5,1.97,85,0.79,0.77,0.34
152,BMZLDH_2017,2032,2,1,7,16,88,111,158,116.2,7.488,39.8,11.8,26.5,1.93,80,0.79,0.78,0.49
153,BMZLDH_2017,2033,2,1,7,16,88,112,156,117.8,7.429,42.3,12.3,20.33,2,80,0.78,0.76,0.37
154,BMZLDH_2017,2034,2,1,7,16,78,95,152,113.5,7.295,47.4,9.7,29.67,2.1,80,0.78,0.78,0.32
155,BMZLDH_2017,2035,2,1,7,16,90,115,155,119.8,6.571,42.3,12.8,23.57,1.93,75,0.77,0.78,0.4
156,BMZLDH_2017,2036,2,1,8,16,88,110,156,116,8.281,41.2,10.2,20.83,1.83,85,0.8,0.8,0.36
157,BMZLDH_2017,2037,2,1,8,16,90,111,157,119,8.115,39.5,11.5,25.67,1.97,80,0.8,0.79,0.42
158,BMZLDH_2017,2038,2,1,8,16,92,119,160,114.2,8.395,40.3,11,24.33,2,90,0.8,0.81,0.57
159,BMZLDH_2017,2039,2,1,8,16,91,117,158,113,8.271,43,11,23.07,2.13,80,0.79,0.8,0.55
160,BMZLDH_2017,2040,2,1,8,16,90,114,157,122.3,7.32,45.3,10.2,27,1.97,90,0.8,0.8,0.45
161,BMZLDH_2017,2041,2,1,9,17,90,114,158,126.3,7.492,43.6,10.5,24.5,2,85,0.81,0.8,0.48
162,BMZLDH_2017,2042,2,1,9,17,90,116,156,107.2,7.341,38.5,10.4,26.5,1.93,90,0.79,0.8,0.47
163,BMZLDH_2017,2043,2,1,9,17,90,110,156,120.2,8.491,38.9,12.3,25.83,2.1,85,0.79,0.78,0.4
164,BMZLDH_2017,2044,2,1,9,17,88,117,158,126.7,6.542,37.7,12.3,25.07,2.07,85,0.79,0.79,0.36
165,BMZLDH_2017,2045,2,1,9,17,88,118,158,125.3,7.774,38.1,11.2,27.33,2.1,80,0.82,0.8,0.44
166,BMZLDH_2017,2046,2,1,10,17,88,113,157,120.3,7.845,37.8,9,21,1.9,80,0.78,0.78,0.38
167,BMZLDH_2017,2047,2,1,10,17,86,107,154,114.8,7.728,39.7,9.7,22,1.9,80,0.81,0.8,0.35
168,BMZLDH_2017,2048,2,1,10,17,82,102,154,117.3,7.386,42.9,10.2,24.17,2.07,85,0.78,0.78,0.31
169,BMZLDH_2017,2049,2,1,10,17,82,102,149,116,6.766,45.5,10.8,25.83,1.93,90,0.81,0.79,0.35
170,BMZLDH_2017,2050,2,1,10,17,67,84,152,107.5,7.361,40.3,10.5,31,2.03,80,0.81,0.81,0.38
171,BMZLDH_2017,2051,2,1,11,18,78,97,155,109,7.412,38.2,12.5,32.17,2.07,85,0.76,0.77,0.4
172,BMZLDH_2017,2052,2,1,11,18,107,124,166,108.5,7.836,35.4,10.5,27,1.93,80,0.81,0.81,0.56
173,BMZLDH_2017,2053,2,1,11,18,88,114,156,121.8,7.549,36.6,10.7,24.83,2,85,0.79,0.77,0.38
174,BMZLDH_2017,2054,2,1,11,18,92,114,158,116.5,8.023,39.3,10,24.83,1.8,80,0.81,0.81,0.52
175,BMZLDH_2017,2055,2,1,11,18,92,123,164,123.3,6.935,34.4,11.3,31,2,90,0.81,0.8,0.42
176,BMZLDH_2017,2056,2,1,12,18,93,119,162,122.8,7.045,34.5,9.8,21.5,2.07,85,0.79,0.79,0.48
177,BMZLDH_2017,2057,2,1,12,18,96,121,166,123.7,7.21,35.4,11.5,28,2.13,75,0.8,0.8,0.52
178,BMZLDH_2017,2058,2,1,12,18,81,106,156,128.2,7.606,39.4,12.7,28.67,2.07,85,0.79,0.78,0.46
179,BMZLDH_2017,2059,2,1,12,18,90,117,156,140.5,6.936,41,11.3,25.67,2.1,85,0.82,0.8,0.47
180,BMZLDH_2017,2060,2,1,12,18,88,112,156,115.5,8.157,43.1,11.8,25.67,2.07,80,0.84,0.82,0.53
181,BMZLDH_2017,2039,2,2,1,19,90,113,156,114.8,8.048,43.1,10.3,23,2.1,85,0.81,0.82,0.59
182,BMZLDH_2017,2024,2,2,1,19,91,113,158,127.2,7.845,38.1,12.5,30.67,1.97,90,0.82,0.81,0.46
183,BMZLDH_2017,2008,2,2,1,19,92,120,165,118.3,7.052,35.8,10.2,26.3,2,85,0.82,0.81,0.51
184,BMZLDH_2017,2038,2,2,1,19,95,121,165,111.8,7.693,37.5,10.5,27.33,1.97,80,0.81,0.83,0.51
185,BMZLDH_2017,2044,2,2,1,19,88,118,157,128.7,6.527,33.7,12.8,29.67,2.07,85,0.8,0.8,0.33
186,BMZLDH_2017,2032,2,2,2,19,92,109,157,118.8,7.659,36.7,10.3,25.33,1.97,85,0.79,0.78,0.45
187,BMZLDH_2017,2004,2,2,2,19,88,112,156,135.8,8.217,37.4,14.2,27.5,2.17,90,0.81,0.8,0.37
188,BMZLDH_2017,2022,2,2,2,19,80,104,154,124.5,7.603,42.5,12.2,25.83,2.2,90,0.78,0.76,0.27
189,BMZLDH_2017,2057,2,2,2,19,95,121,162,116.5,6.966,35.5,10.5,22,2,85,0.8,0.8,0.48
190,BMZLDH_2017,2012,2,2,2,19,95,122,161,120.5,8.313,42.1,10.2,21,1.87,90,0.81,0.79,0.47
191,BMZLDH_2017,2023,2,2,3,20,87,111,156,114.5,8.412,45.2,10.7,26.83,1.97,90,0.82,0.8,0.42
192,BMZLDH_2017,2025,2,2,3,20,92,114,156,119.3,8.017,40.7,10.7,23,1.93,85,0.76,0.78,0.42
193,BMZLDH_2017,2011,2,2,3,20,94,118,160,123,7.585,44.2,9.8,21.33,2,85,0.78,0.77,0.46
194,BMZLDH_2017,2056,2,2,3,20,93,117,161,123,8.106,36.4,11.3,21.5,2,85,0.79,0.78,0.42
195,BMZLDH_2017,2042,2,2,3,20,90,115,157,107.5,7.715,36.5,9.2,24.83,1.9,90,0.77,0.77,0.43
196,BMZLDH_2017,2016,2,2,4,20,92,117,158,125.5,7.536,36.8,9.5,22.83,2,85,0.76,0.77,0.42
197,BMZLDH_2017,2007,2,2,4,20,92,120,160,118,6.749,40.5,9.8,24.67,2.1,80,0.77,0.77,0.5
198,BMZLDH_2017,2035,2,2,4,20,90,114,155,123.3,7.118,40.9,12,24.17,2,80,0.8,0.8,0.47
199,BMZLDH_2017,2052,2,2,4,20,107,124,166,109,7.272,33,10.3,23.33,1.9,80,0.8,0.8,0.59
200,BMZLDH_2017,2029,2,2,4,20,80,105,155,109.5,7.827,39,12.2,25.33,2,80,0.81,0.79,0.44
201,BMZLDH_2017,2030,2,2,5,21,67,80,152,106.5,8.26,40.4,9.3,25.67,1.87,90,0.82,0.79,0.45
202,BMZLDH_2017,2055,2,2,5,21,95,124,165,123.3,6.428,34.1,11.3,32.17,2.03,85,0.82,0.79,0.47
203,BMZLDH_2017,2009,2,2,5,21,88,118,161,118.5,7.619,40.9,9.3,25.1,2,85,0.82,0.79,0.48
204,BMZLDH_2017,2043,2,2,5,21,90,110,156,119.2,7.961,36.1,11.2,22.8,1.87,90,0.81,0.79,0.42
205,BMZLDH_2017,2049,2,2,5,21,84,104,149,123.2,6.968,46.2,10.8,23.83,1.9,90,0.8,0.79,0.36
206,BMZLDH_2017,2060,2,2,6,21,90,112,154,116.5,7.336,43.8,12.2,21.83,1.93,80,0.81,0.82,0.49
207,BMZLDH_2017,2026,2,2,6,21,88,118,161,112.2,7.618,38.7,13.8,24.17,2.17,80,0.79,0.8,0.54
208,BMZLDH_2017,2015,2,2,6,21,92,114,158,114.2,8.312,37.8,10.2,21.67,2.1,90,0.82,0.81,0.44
209,BMZLDH_2017,2014,2,2,6,21,91,115,158,118,7.468,37.9,12,27.5,2.1,85,0.79,0.79,0.44
210,BMZLDH_2017,2040,2,2,6,21,91,116,157,117.5,7.392,42.8,9.5,24.6,1.9,90,0.81,0.8,0.49
211,BMZLDH_2017,2010,2,2,7,22,91,121,161,121.3,8.67,43,9.8,25.33,2,85,0.8,0.8,0.52
